Pair,Correlation,Combined Market Cap,Combined Change %
DOT-PEPE,0.4548,$17.95B,-14.79
WEETH-HYPE,0.454,$15.46B,-17.32
USDT-MNT,0.4534,$142.99B,20.1
XRP-USDE,0.4534,$129.27B,19.94
DOT-USDE,0.4531,$16.44B,-9.7
STETH-HYPE,0.452,$41.23B,-17.55
LINK-STETH,0.4512,$46.53B,10.45
WETH-LTC,0.45,$17.36B,0.54
USDC-MNT,0.4493,$47.47B,20.25
NEAR-USDE,0.4493,$12.10B,-13.58
ETH-XMR,0.4485,$405.45B,7.59
SOL-WBT,0.4485,$92.89B,-7.77
XLM-BCH,0.4471,$19.40B,-20.91
NEAR-VIRTUAL,0.4471,$9.57B,99.84
SUI-AAVE,0.4466,$17.12B,42.32
ADA-HYPE,0.4456,$40.33B,-21.84
BNB-DOGE,0.4408,$147.10B,-7.61
BTC-RENDER,0.4406,$1.89T,-8.43
STETH-XMR,0.4403,$35.83B,7.69
HYPE-CRO,0.4394,$13.08B,-21.53
HYPE-VIRTUAL,0.4387,$12.35B,98.67
LINK-USDE,0.4386,$20.18B,13.27
HYPE-ETC,0.4385,$12.91B,-23.5
RENDER-OM,0.4384,$7.19B,-5.2
WEETH-XMR,0.4351,$10.06B,7.92
LINK-WETH,0.4329,$23.99B,10.54
WETH-HYPE,0.4329,$18.70B,-17.46
XLM-UNI,0.4327,$18.73B,-11.46
BNB-HYPE,0.4326,$110.08B,-11.39
WBTC-RENDER,0.4315,$16.30B,-8.43
ICP-MNT,0.4298,$8.94B,15.02
ETH-HYPE,0.4295,$410.85B,-17.65
PEPE-ARB,0.4295,$10.65B,-13.05
CRO-VIRTUAL,0.4266,$7.47B,106.28
VET-RENDER,0.4246,$7.43B,-2.7
LTC-AAVE,0.4244,$12.55B,34.77
LTC-USDE,0.4241,$13.54B,3.26
BTC-SUI,0.4236,$1.90T,10.97
BCH-AAVE,0.4231,$13.74B,25.31
BCH-OM,0.422,$12.35B,-2.8
XLM-WETH,0.4216,$20.29B,-17.79
OM-FET,0.4193,$6.95B,-7.52
LEO-USDS,0.4192,$13.75B,1.07
HYPE-APT,0.4183,$13.91B,-29.8
OM-ARB,0.4181,$6.76B,-4.57
XRP-VET,0.4173,$127.13B,25.84
USDE-CRO,0.417,$10.00B,-7.13
USDT-POL,0.4158,$143.02B,-7.08
ADA-MNT,0.4156,$35.38B,12.9
PEPE-TAO,0.4153,$10.94B,-15.14
AAVE-VET,0.4148,$8.68B,37.05
SOL-AAVE,0.4142,$94.28B,20.78
BNB-SHIB,0.413,$113.88B,-4.06
XRP-ETC,0.4125,$127.29B,11.19
SOL-MNT,0.4116,$93.40B,9.62
AAVE-XMR,0.4114,$8.49B,42.0
USDC-POL,0.4113,$47.51B,-6.94
WBTC-SUI,0.4113,$24.84B,10.98
LTC-PEPE,0.4099,$15.05B,-1.83
ADA-USDS,0.4095,$36.61B,-6.86
APT-MNT,0.4095,$8.96B,4.94
USDE-ARB,0.4094,$9.14B,-7.96
BNB-LTC,0.4092,$108.74B,6.62
PEPE-CRO,0.4092,$11.51B,-12.22
ADA-OM,0.4089,$34.87B,-4.06
BNB-AVAX,0.4088,$116.35B,-3.11
LTC-TAO,0.4083,$11.17B,-6.44
USDT-BCH,0.4076,$147.79B,-6.09
HBAR-AAVE,0.4065,$15.60B,78.58
XMR-VIRTUAL,0.4059,$6.95B,123.91
DOT-VIRTUAL,0.4053,$13.91B,103.72
XLM-OM,0.405,$14.09B,-11.68
CRO-FET,0.404,$7.53B,-17.69
WBTC-HYPE,0.4027,$21.61B,-14.58
SHIB-HYPE,0.4024,$21.76B,-21.81
HBAR-ETC,0.4022,$14.62B,38.32
BTC-HYPE,0.4015,$1.89T,-14.58
ADA-PEPE,0.4013,$38.76B,-12.54
USDC-BCH,0.4002,$52.27B,-5.94
PEPE-HYPE,0.4001,$16.39B,-19.83
BNB-AAVE,0.398,$106.01B,34.51
MNT-FET,0.3965,$7.46B,9.44
CRO-RENDER,0.3961,$7.77B,-15.37
BCH-HYPE,0.3944,$17.81B,-20.58
BNB-PEPE,0.3938,$108.51B,-2.09
RENDER-MNT,0.3936,$7.70B,11.76
TRX-POL,0.3927,$26.55B,7.56
ETC-OM,0.3926,$7.45B,-5.72
HBAR-BCH,0.3921,$19.52B,41.23
USDT-UNI,0.392,$147.12B,3.37
SHIB-AAVE,0.3918,$17.69B,24.09
XLM-PEPE,0.3917,$17.98B,-20.16
USDE-OM,0.3916,$9.43B,3.04
TRX-APT,0.3912,$27.42B,-0.66
AAVE-VIRTUAL,0.3904,$8.28B,144.57
VET-VIRTUAL,0.3896,$7.14B,118.96
BTC-XMR,0.3879,$1.89T,10.65
USDC-UNI,0.3874,$51.60B,3.51
WBTC-XMR,0.3873,$16.21B,10.66
SOL-USDS,0.387,$94.63B,-10.14
XRP-UNI,0.3864,$131.53B,23.56
AAVE-RENDER,0.3862,$8.58B,22.91
BTC-XRP,0.3852,$2.01T,20.1
TRX-VIRTUAL,0.3852,$25.86B,127.81
AAVE-TAO,0.3852,$8.44B,21.46
SUI-MNT,0.385,$16.24B,31.16
HBAR-XMR,0.3845,$14.27B,57.92
XRP-WBTC,0.3828,$136.00B,20.1
AAVE-CRO,0.3823,$9.01B,24.37
TON-HYPE,0.3815,$23.61B,-19.72
AVAX-MNT,0.381,$19.28B,13.88
LINK-RENDER,0.38,$17.94B,5.03
SUI-PEPE,0.3793,$19.62B,5.73
TAO-OM,0.3791,$7.05B,-6.66
TON-PEPE,0.3768,$22.04B,-10.42
HYPE-ICP,0.3734,$13.89B,-19.72
TRX-ICP,0.3724,$27.40B,9.41
USDE-ETC,0.3715,$9.83B,-9.11
DOT-OM,0.3706,$14.06B,-6.31
PEPE-POL,0.3701,$11.48B,-12.28
SUI-WBT,0.3696,$15.74B,13.77
TON-USDE,0.3682,$20.54B,-5.33
UNI-MNT,0.3641,$12.19B,23.61
USDT-DOGE,0.3634,$184.96B,-10.86
XRP-BCH,0.3631,$132.20B,14.1
VET-TAO,0.3628,$7.30B,-4.15
DOGE-XMR,0.3627,$49.58B,-0.12
TON-USDS,0.3627,$19.90B,-4.73
SHIB-USDS,0.3627,$18.05B,-6.82
XLM-XMR,0.3606,$14.15B,-4.22
USDC-DOGE,0.3597,$89.44B,-10.72
HYPE-MNT,0.3595,$13.01B,5.61
USDE-POL,0.3588,$9.97B,-7.19
USDE-XMR,0.3587,$9.48B,10.5
XLM-HYPE,0.3585,$19.55B,-29.46
WETH-XMR,0.3559,$13.30B,7.77
UNI-OM,0.3557,$11.68B,6.65
USDT-ICP,0.355,$143.87B,-5.22
HYPE-LEO,0.3545,$17.46B,-13.91
AVAX-OM,0.3536,$18.77B,-3.08
USDC-ICP,0.3525,$48.35B,-5.08
XRP-TON,0.3514,$138.00B,14.97
HYPE-ARB,0.349,$12.22B,-22.35
PEPE-MNT,0.3483,$11.44B,14.91
ETH-XRP,0.3482,$525.24B,17.04
TRX-CRO,0.3465,$26.59B,7.61
ICP-USDE,0.3452,$10.82B,-5.33
DOGE-AAVE,0.3429,$50.91B,20.54
TON-LINK,0.3415,$28.91B,8.29
SHIB-RENDER,0.3405,$16.45B,-15.66
SHIB-SUI,0.3382,$25.00B,3.75
DOGE-LINK,0.338,$60.27B,2.65
HBAR-RENDER,0.3377,$14.36B,38.83
LTC-MNT,0.3367,$11.67B,23.61
DOGE-VIRTUAL,0.3365,$49.37B,102.45
XRP-CRO,0.3363,$127.47B,13.16
BCH-MNT,0.3363,$12.86B,14.16
HYPE-POL,0.336,$13.04B,-21.58
PEPE-ICP,0.3353,$12.32B,-10.42
SOL-TRX,0.3335,$111.85B,4.01
PEPE-NEAR,0.3332,$13.61B,-18.66
USDT-BNB,0.332,$240.06B,3.11
LTC-OM,0.3318,$11.16B,6.65
POL-USDS,0.3318,$9.33B,-6.59
APT-USDE,0.3315,$10.84B,-15.41
XRP-XMR,0.3311,$126.95B,30.79
BNB-USDC,0.3295,$144.54B,3.25
BNB-XLM,0.3287,$111.67B,-11.72
XRP-OM,0.3268,$126.89B,23.33
XLM-VET,0.3262,$14.33B,-9.17
SHIB-XMR,0.3255,$16.36B,3.43
ETH-USDE,0.3237,$407.78B,-3.26
STETH-OM,0.3235,$35.78B,0.23
SHIB-USDE,0.3234,$18.69B,-7.42
USDT-DOT,0.3233,$149.49B,-9.59
USDT-DAI,0.3231,$142.38B,-0.27
USDC-DOT,0.3206,$53.98B,-9.45
TRX-SUI,0.3196,$34.70B,25.56
UNI-USDE,0.3177,$14.07B,3.26
BTC-VET,0.3167,$1.89T,5.7
BTC-VIRTUAL,0.3167,$1.89T,113.22
SUI-HYPE,0.3163,$21.19B,-3.58
XLM-MNT,0.3163,$14.60B,5.28
LINK-SHIB,0.3154,$27.06B,6.2
PEPE-APT,0.3152,$12.34B,-20.5
USDT-ADA,0.3145,$170.30B,-7.35
USDC-DAI,0.3139,$46.87B,-0.13
WBTC-VIRTUAL,0.3131,$16.01B,113.23
PEPE-RENDER,0.313,$11.08B,-13.68
SOL-HYPE,0.3127,$98.35B,-25.12
AVAX-VIRTUAL,0.3127,$18.62B,106.95
TRX-UNI,0.3126,$30.65B,18.0
ETH-VET,0.3122,$405.64B,2.64
LINK-XLM,0.3119,$24.84B,-1.45
SUI-OM,0.3108,$15.73B,14.2
XRP-AAVE,0.3107,$128.28B,51.45
USDE-FET,0.3099,$9.33B,-10.91
BTC-LINK,0.3091,$1.90T,13.42
USDC-ADA,0.309,$74.79B,-7.2
LINK-WBTC,0.309,$26.91B,13.43
WEETH-OM,0.3088,$10.01B,0.46
WBTC-VET,0.3086,$16.40B,5.7
PEPE-FET,0.3085,$10.84B,-16.0
BTC-WBT,0.3082,$1.89T,2.76
XLM-AAVE,0.3069,$15.48B,16.44
USDT-TON,0.303,$153.59B,-5.22
BNB-MNT,0.3021,$105.13B,23.35
LTC-HYPE,0.3018,$16.62B,-11.13
WBTC-AAVE,0.3007,$17.54B,31.32
USDC-TON,0.3001,$58.07B,-5.08
AVAX-PEPE,0.3,$22.66B,-11.55
XRP-WEETH,0.2996,$129.85B,17.36
WBTC-WBT,0.2993,$16.16B,2.77
BTC-AAVE,0.2979,$1.89T,31.31
LINK-SUI,0.2978,$26.49B,24.43
XRP-RENDER,0.2955,$127.03B,11.7
SUI-XLM,0.2952,$22.78B,-3.9
SOL-LINK,0.2945,$103.64B,2.89
OM-WBT,0.2931,$7.05B,5.99
XRP-STETH,0.2918,$155.62B,17.13
BTC-OM,0.2913,$1.89T,3.2
UNI-VIRTUAL,0.2913,$11.53B,116.68
AAVE-MNT,0.2913,$8.94B,51.5
UNI-USDS,0.2902,$13.43B,3.85
WBTC-OM,0.2901,$16.15B,3.2
HYPE-XMR,0.2894,$12.56B,-3.89
LTC-WBT,0.2887,$11.17B,6.22
LINK-TAO,0.2881,$17.80B,3.57
MNT-WBT,0.2865,$7.56B,22.95
BGB-DAI,0.2838,$15.19B,207.8
SHIB-HBAR,0.2827,$23.47B,40.01
OM-VIRTUAL,0.2825,$6.90B,116.45
ETH-OM,0.2806,$405.40B,0.13
XRP-HYPE,0.28,$132.35B,5.55
WEETH-USDE,0.2799,$12.39B,-2.93
TRX-TON,0.2783,$37.12B,9.42
HBAR-USDE,0.2776,$16.59B,47.07
HBAR-OM,0.2776,$14.21B,50.46
MNT-XMR,0.2765,$7.61B,30.85
STETH-USDE,0.2762,$38.16B,-3.16
PEPE-USDS,0.2761,$12.68B,-4.85
BCH-WBT,0.2756,$12.36B,-3.24
XRP-SOL,0.2739,$212.73B,9.56
XLM-VIRTUAL,0.273,$13.94B,98.35
USDE-MNT,0.2724,$9.93B,20.0
UNI-HYPE,0.2716,$17.14B,-11.13
STETH-VET,0.2706,$36.02B,2.73
WEETH-VET,0.2699,$10.25B,2.96
USDT-VIRTUAL,0.2676,$142.33B,113.17
DOGE-HBAR,0.2676,$56.69B,36.45
SUI-USDS,0.2659,$17.48B,11.41
USDT-XLM,0.2648,$149.52B,-14.96
USDT-LTC,0.2647,$146.59B,3.37
USDC-LTC,0.2645,$51.08B,3.51
USDC-XLM,0.2639,$54.01B,-14.82
ICP-USDS,0.2634,$10.18B,-4.74
USDT-APT,0.2607,$143.89B,-15.3
USDC-VIRTUAL,0.2597,$46.81B,113.32
USDT-TAO,0.2595,$142.49B,-9.94
BTC-HBAR,0.2582,$1.89T,47.23
WBTC-HBAR,0.2578,$23.32B,47.23
USDC-APT,0.2572,$48.37B,-15.16
XRP-WETH,0.2569,$133.08B,17.22
USDC-TAO,0.2561,$46.97B,-9.8
DOGE-USDS,0.2561,$51.27B,-10.38
MNT-DAI,0.2556,$7.46B,19.97
AVAX-HYPE,0.2528,$24.23B,-20.86
BGB-OM,0.2524,$15.28B,211.21
DOGE-WBT,0.2521,$49.53B,-8.01
LINK-CRO,0.2519,$18.37B,6.48
DOT-USDS,0.2518,$15.81B,-9.11
DOGE-VET,0.251,$49.77B,-5.07
XRP-TAO,0.2508,$126.90B,10.24
USDT-SOL,0.2484,$228.32B,-10.62
XRP-PEPE,0.2482,$130.78B,14.85
WETH-OM,0.2478,$13.24B,0.32
USDS-TAO,0.2472,$8.80B,-9.46
USDC-SOL,0.247,$132.81B,-10.48
VET-USDS,0.2468,$9.03B,6.14
AAVE-OM,0.2457,$8.43B,34.54
ETH-HBAR,0.2453,$412.56B,44.17
HYPE-DAI,0.2391,$12.40B,-14.77
NEAR-WBT,0.2382,$9.73B,-10.62
USDT-VET,0.2379,$142.72B,5.65
USDC-VET,0.2379,$47.21B,5.79
USDE-VET,0.2373,$9.67B,5.54
WETH-VET,0.2369,$13.48B,2.82
CRO-USDS,0.2355,$9.37B,-6.54
SOL-USDE,0.2352,$95.27B,-10.73
SOL-HBAR,0.2343,$100.06B,36.69
WBTC-USDE,0.2336,$18.54B,-0.19
USDT-AVAX,0.2331,$154.21B,-6.36
BTC-USDE,0.2331,$1.89T,-0.19
XLM-WBT,0.2319,$14.10B,-12.11
USDC-AVAX,0.2317,$58.69B,-6.21
LINK-OM,0.2313,$17.80B,16.66
DOGE-USDE,0.229,$51.90B,-10.97
USDT-PEPE,0.2272,$146.37B,-5.33
TAO-WBT,0.2239,$7.06B,-7.09
USDC-PEPE,0.2234,$50.85B,-5.19
STETH-BGB,0.2228,$44.02B,205.01
ETH-WBT,0.2224,$405.40B,-0.3
BGB-WETH,0.2207,$21.48B,205.1
WETH-USDE,0.2205,$15.62B,-3.07
MNT-VIRTUAL,0.2204,$7.40B,133.41
HYPE-OM,0.2191,$12.50B,-11.35
BGB-WBT,0.2174,$15.29B,210.78
NEAR-USDS,0.2157,$11.47B,-12.98
USDT-OM,0.2152,$142.48B,3.14
USDS-FET,0.2151,$8.70B,-10.32
BGB-WEETH,0.2145,$18.25B,205.24
BGB-MNT,0.214,$15.79B,228.17
USDS-ARB,0.214,$8.51B,-7.37
HBAR-CRO,0.2134,$14.79B,40.29
BNB-LINK,0.2128,$115.37B,16.62
USDC-OM,0.2128,$46.96B,3.29
HYPE-USDE,0.2113,$14.88B,-14.74
STETH-WBT,0.211,$35.78B,-0.21
TRX-DAI,0.2098,$25.91B,14.37
HBAR-WEETH,0.2098,$17.17B,44.49
TRX-RENDER,0.2097,$26.15B,6.15
SHIB-OM,0.2054,$16.31B,-4.03
USDT-TRX,0.204,$161.44B,14.5
USDC-AAVE,0.2037,$48.35B,31.41
AVAX-USDS,0.2036,$20.52B,-5.87
SOL-LEO,0.2035,$97.85B,-9.9
STETH-HBAR,0.2031,$42.94B,44.26
USDC-TRX,0.2027,$65.93B,14.64
XRP-USDS,0.2017,$128.63B,20.54
USDS-OM,0.1995,$8.79B,3.63
SHIB-VIRTUAL,0.199,$16.16B,106.0
USDT-AAVE,0.1987,$143.87B,31.26
WETH-WBT,0.1985,$13.24B,-0.12
ETC-USDS,0.1977,$9.20B,-8.51
SOL-BGB,0.1964,$101.13B,197.45
ETH-USDS,0.1963,$407.14B,-2.66
TRX-ETC,0.1958,$26.41B,5.64
WEETH-WBT,0.1957,$10.01B,0.03
WBT-DAI,0.194,$6.95B,2.58
BNB-USDE,0.1934,$107.00B,3.0
USDE-TAO,0.191,$9.43B,-10.05
USDT-WBT,0.1908,$142.48B,2.71
USDC-WBT,0.1905,$46.97B,2.86
SHIB-VET,0.1904,$16.55B,-1.52
BGB-CRO,0.1882,$15.86B,201.04
TRX-ARB,0.1875,$25.72B,6.78
USDT-NEAR,0.1869,$145.16B,-13.47
BNB-USDS,0.1862,$106.37B,3.6
STETH-USDS,0.1843,$37.52B,-2.57
BCH-USDS,0.184,$14.10B,-5.6
USDC-NEAR,0.1834,$49.64B,-13.32
BCH-USDE,0.1834,$14.73B,-6.19
ETH-BGB,0.1813,$413.64B,204.92
CRO-WBT,0.1795,$7.63B,-4.18
HBAR-WETH,0.1785,$20.41B,44.35
WEETH-USDS,0.1778,$11.75B,-2.34
LINK-VIRTUAL,0.1767,$17.65B,126.68
FET-WBT,0.1767,$6.96B,-7.95
RENDER-USDS,0.1766,$8.93B,-8.0
WBT-ARB,0.176,$6.76B,-5.0
WBTC-BGB,0.1757,$24.39B,207.98
DOT-WBT,0.1754,$14.07B,-6.74
APT-WBT,0.1743,$8.46B,-12.45
USDE-USDS,0.1741,$11.17B,0.24
WBTC-DAI,0.1735,$16.06B,-0.22
BTC-DAI,0.1734,$1.89T,-0.22
LTC-VIRTUAL,0.1733,$11.01B,116.68
USDS-MNT,0.1731,$9.30B,20.59
USDT-BGB,0.1716,$150.72B,207.93
XMR-DAI,0.1683,$7.01B,10.47
LTC-USDS,0.1679,$12.91B,3.85
WETH-USDS,0.1675,$14.99B,-2.48
WBTC-LEO,0.1665,$21.11B,0.64
ADA-TRX,0.1661,$53.83B,7.29
TON-WBT,0.1658,$18.16B,-2.37
BGB-VET,0.1653,$15.53B,213.72
USDC-HBAR,0.165,$54.13B,47.32
HYPE-AAVE,0.165,$13.89B,16.76
BTC-LEO,0.1647,$1.89T,0.63
TON-HBAR,0.1645,$25.32B,42.1
HBAR-DAI,0.1639,$14.11B,47.05
BTC-BGB,0.1637,$1.90T,207.98
DOGE-OM,0.1631,$49.52B,-7.58
USDT-HBAR,0.1629,$149.65B,47.18
USDC-BGB,0.1628,$55.20B,208.07
PEPE-VIRTUAL,0.1622,$10.78B,107.98
TRX-NEAR,0.1597,$28.69B,1.17
BNB-HBAR,0.1585,$111.79B,50.43
HBAR-TAO,0.1572,$14.22B,37.37
BGB-APT,0.1566,$16.69B,192.77
AAVE-USDS,0.1564,$10.18B,31.75
LEO-DAI,0.156,$11.91B,0.45
BGB-ETC,0.1543,$15.69B,199.07
WETH-DAI,0.1529,$13.14B,-3.1
HBAR-HYPE,0.1521,$19.67B,32.68
STETH-DAI,0.152,$35.68B,-3.19
XRP-BNB,0.1515,$224.47B,23.3
DOGE-DAI,0.1493,$49.43B,-10.99
USDS-XMR,0.1492,$8.85B,11.09
ICP-WBT,0.148,$8.44B,-2.37
FET-DAI,0.1464,$6.86B,-10.93
PEPE-LEO,0.1461,$15.89B,-4.61
USDS-VIRTUAL,0.1443,$8.64B,113.66
TRX-TAO,0.1436,$26.02B,4.69
APT-USDS,0.1431,$10.20B,-14.81
XLM-LEO,0.1426,$19.05B,-14.24
WEETH-DAI,0.1425,$9.91B,-2.96
LEO-MNT,0.1418,$12.51B,20.83
HYPE-VET,0.1412,$12.74B,-8.85
PEPE-AAVE,0.1396,$12.32B,26.07
POL-WBT,0.1386,$7.59B,-4.23
BGB-USDS,0.1382,$17.03B,208.42
LINK-MNT,0.1374,$18.30B,33.61
XRP-MNT,0.137,$127.40B,40.29
DOGE-LEO,0.1367,$54.48B,-10.14
HBAR-WBT,0.1365,$14.22B,50.03
WETH-LEO,0.136,$18.20B,-2.25
XLM-BGB,0.1341,$22.33B,193.11
BGB-UNI,0.1338,$19.92B,211.44
TRX-FET,0.1337,$25.92B,3.83
SUI-HBAR,0.1293,$22.90B,58.24
BGB-ARB,0.1292,$15.00B,200.22
PEPE-XMR,0.1284,$10.99B,5.41
BGB-HYPE,0.1283,$20.74B,193.43
BTC-USDS,0.1277,$1.89T,0.4
PEPE-VET,0.127,$11.18B,0.45
ETH-LEO,0.1268,$410.35B,-2.43
USDC-SUI,0.1253,$55.65B,11.06
TRX-HBAR,0.1249,$33.18B,61.81
USDT-SUI,0.1245,$151.17B,10.92
ARB-DAI,0.1231,$6.66B,-7.98
UNI-LEO,0.123,$16.64B,4.09
WBTC-USDS,0.1227,$17.90B,0.4
TRX-AAVE,0.1222,$27.40B,45.9
USDE-DAI,0.1198,$9.33B,-0.38
TON-LEO,0.1177,$23.11B,-4.5
RENDER-DAI,0.1162,$7.09B,-8.62
DOT-DAI,0.116,$13.96B,-9.72
CRO-DAI,0.1159,$7.53B,-7.16
USDT-USDS,0.1155,$144.22B,0.35
TRX-USDS,0.1144,$27.75B,14.98
HYPE-USDS,0.1144,$14.25B,-14.15
ETH-DAI,0.1137,$405.30B,-3.28
BCH-LEO,0.1131,$17.31B,-5.36
BNB-LEO,0.1109,$109.58B,3.83
XRP-USDC,0.1106,$166.81B,20.19
USDT-XRP,0.1096,$262.32B,20.05
VET-DAI,0.1096,$7.19B,5.52
LINK-BGB,0.1095,$26.04B,221.44
XRP-VIRTUAL,0.1094,$126.74B,133.36
TRX-BGB,0.1088,$34.25B,222.57
WEETH-LEO,0.1059,$14.96B,-2.1
PEPE-OM,0.1048,$10.93B,-2.05
STETH-LEO,0.1042,$40.73B,-2.34
USDC-USDS,0.1036,$48.71B,0.49
LEO-USDE,0.1022,$14.39B,0.48
USDT-LEO,0.1021,$147.44B,0.58
USDC-LEO,0.1019,$51.92B,0.73
SHIB-LEO,0.1017,$21.26B,-6.59
TRX-AVAX,0.1007,$37.74B,8.28
ETC-WBT,0.1003,$7.46B,-6.15
DAI-VIRTUAL,0.0983,$6.80B,113.04
TON-BGB,0.0973,$26.39B,202.85
PEPE-WBT,0.0968,$10.94B,-2.48
SUI-DAI,0.0967,$15.64B,10.79
LTC-DAI,0.0955,$11.06B,3.24
TRX-LTC,0.095,$30.12B,18.01
SHIB-DAI,0.095,$16.21B,-7.44
AVAX-WBT,0.0945,$18.78B,-3.51
BGB-VIRTUAL,0.0945,$15.14B,321.24
SHIB-BGB,0.092,$24.54B,200.76
USDT-FET,0.0916,$142.39B,-10.8
TRX-SHIB,0.0904,$35.27B,7.33
DOGE-BGB,0.0898,$57.76B,197.21
XRP-DAI,0.0893,$126.79B,19.92
TRX-STETH,0.088,$54.74B,11.58
USDE-WBT,0.087,$9.43B,2.61
USDE-RENDER,0.0867,$9.57B,-8.59
USDT-XMR,0.0865,$142.54B,10.6
HBAR-USDS,0.0864,$15.96B,47.66
USDC-FET,0.086,$46.87B,-10.66
LEO-POL,0.0856,$12.55B,-6.36
ADA-WBT,0.0845,$34.87B,-4.5
USDC-XMR,0.0843,$47.02B,10.75
XRP-SUI,0.0841,$135.58B,31.11
XLM-DAI,0.0827,$13.99B,-15.09
BNB-BGB,0.0814,$112.86B,211.18
LINK-USDS,0.0814,$19.54B,13.86
USDT-HYPE,0.0794,$147.94B,-14.64
BGB-XMR,0.0776,$15.34B,218.67
POL-DAI,0.0773,$7.49B,-7.21
DOGE-TRX,0.0765,$68.49B,3.77
USDC-HYPE,0.0749,$52.42B,-14.49
LEO-XMR,0.0719,$12.06B,11.32
BNB-DAI,0.0715,$104.53B,2.98
TRX-DOT,0.0715,$33.02B,5.04
USDC-USDE,0.0714,$49.34B,-0.1
USDT-USDE,0.0709,$144.86B,-0.25
UNI-DAI,0.0708,$11.59B,3.24
TRX-MNT,0.07,$26.52B,34.74
TRX-WETH,0.0696,$32.20B,11.67
TRX-WEETH,0.0695,$28.97B,11.81
LEO-ICP,0.0687,$13.40B,-4.5
TRX-LINK,0.0657,$36.76B,28.01
BGB-TAO,0.0657,$15.29B,198.13
VET-WBT,0.0656,$7.29B,8.5
BTC-TRX,0.0637,$1.91T,14.55
TRX-HYPE,0.0629,$31.46B,0.0
HBAR-VIRTUAL,0.0615,$14.06B,160.49
BGB-LEO,0.0607,$20.24B,208.65
NEAR-DAI,0.0603,$9.63B,-13.6
LINK-HYPE,0.0595,$23.25B,-1.13
DOT-BGB,0.0591,$22.30B,198.48
SHIB-WBT,0.059,$16.31B,-4.46
TRX-WBTC,0.0588,$35.12B,14.55
HBAR-BGB,0.0588,$22.45B,255.25
XMR-WBT,0.0561,$7.11B,13.45
HBAR-MNT,0.0555,$14.72B,67.42
AAVE-DAI,0.0554,$8.34B,31.13
ETC-DAI,0.0553,$7.35B,-9.13
USDC-LINK,0.0544,$57.71B,13.52
USDT-LINK,0.0539,$153.23B,13.37
UNI-WBT,0.0536,$11.69B,6.22
AVAX-DAI,0.0527,$18.68B,-6.49
TON-DAI,0.0517,$18.06B,-5.35
LEO-ETC,0.0506,$12.41B,-8.28
BGB-RENDER,0.0502,$15.43B,199.58
LEO-VIRTUAL,0.0499,$11.85B,113.89
XRP-WBT,0.0482,$126.89B,22.9
TRX-LEO,0.0482,$30.97B,15.22
BCH-DAI,0.0477,$12.26B,-6.22
BGB-AAVE,0.0473,$16.67B,239.33
LEO-APT,0.0465,$13.41B,-14.58
PEPE-USDE,0.0456,$13.31B,-5.44
LEO-WBT,0.0454,$12.01B,3.43
LINK-LEO,0.0453,$22.75B,14.09
TRX-PEPE,0.0445,$29.90B,9.3
LEO-VET,0.0441,$12.25B,6.37
BGB-NEAR,0.0437,$17.96B,194.6
VET-MNT,0.043,$7.80B,25.89
XRP-TRX,0.0427,$145.85B,34.69
SUI-LEO,0.0403,$20.69B,11.64
TAO-DAI,0.0403,$6.96B,-10.07
HBAR-LEO,0.0398,$19.17B,47.9
ADA-BGB,0.0397,$43.11B,200.72
XRP-BGB,0.0391,$135.13B,228.12
USDS-DAI,0.0383,$8.69B,0.22
ICP-DAI,0.0382,$8.34B,-5.35
BGB-ICP,0.037,$16.68B,202.85
PEPE-DAI,0.0365,$10.84B,-5.47
TRX-USDE,0.0353,$28.39B,14.39
ADA-LEO,0.0347,$39.83B,-6.62
ETH-TRX,0.0338,$424.36B,11.49
XRP-LEO,0.0337,$131.85B,20.77
HBAR-PEPE,0.0334,$18.10B,41.98
LEO-CRO,0.0334,$12.58B,-6.31
LINK-PEPE,0.0327,$21.68B,8.18
BGB-USDE,0.0319,$17.67B,207.82
SUI-BGB,0.0302,$23.97B,218.99
LINK-DAI,0.028,$17.70B,13.24
SUI-USDE,0.0261,$18.12B,10.81
BGB-PEPE,0.0257,$19.17B,202.73
BGB-LTC,0.0248,$19.40B,211.44
BGB-BCH,0.0234,$20.59B,201.98
LEO-FET,0.0229,$11.91B,-10.08
APT-DAI,0.0226,$8.36B,-15.43
AAVE-WBT,0.0224,$8.44B,34.11
DOT-LEO,0.0216,$19.02B,-8.87
TRX-WBT,0.0211,$26.01B,17.35
LTC-LEO,0.0187,$16.12B,4.09
LEO-TAO,0.0185,$12.01B,-9.22
LEO-OM,0.0184,$12.00B,3.87
TRX-XLM,0.0177,$33.05B,-0.33
SOL-DAI,0.0173,$92.79B,-10.75
USDT-RENDER,0.017,$142.62B,-8.49
USDC-RENDER,0.0169,$47.11B,-8.34
BGB-POL,0.0168,$15.83B,200.99
LEO-AAVE,0.0166,$13.39B,31.98
BGB-FET,0.0154,$15.19B,197.27
BNB-WBT,0.0116,$104.63B,5.96
ADA-DAI,0.0115,$34.77B,-7.48
USDS-WBT,0.011,$8.80B,3.2
NEAR-LEO,0.0109,$14.68B,-12.75
WBT-VIRTUAL,0.0109,$6.90B,116.02
HYPE-WBT,0.0108,$12.51B,-11.79
OM-DAI,0.0102,$6.95B,3.01
LEO-RENDER,0.0088,$12.15B,-7.76
AVAX-LEO,0.0075,$23.73B,-5.64
